"TYPE","meanwp","meanct","meanwc"
"BYam",2.13145558390445,21.9342948514075,4.87281752548805
"AH3",2.24713406510878,16.6234100644344,9.8039907761618
"AH3",1.68183207068019,15.5029642392926,2.85074686903035
"BYam",2.21170282251504,21.7946261178293,4.92946796998397
"AH3",2.85150096841574,21.323833514993,9.38225540794969
"BYam",2.85326923106775,22.9626224936928,11.0625830596796
"BYam",1.8254847849322,20.3759322074793,2.52326472782847
"BYam",1.77081991836208,20.827746066001,2.50551120777361
"AH3",1.93601318283242,19.9184774484235,3.40775868361037
"BYam",1.76960056162279,18.8830042481865,15.6215105691913
"AH3",1.97229215078816,19.8127692303474,2.58151472209817
"AH3",1.93939395147887,21.1220128442425,2.78102974284176
"AH3",1.69347492636687,18.671232259849,2.45432063765276
"AH3",1.71439734062106,19.3941484903034,2.45964638822239
"BYam",3.08671422011212,23.5473719483134,7.83966070967903
"AH3",1.7461997541619,19.8558979965078,1.57623676781357
"AH3",1.62667600269646,14.1618381477862,5.32543135934407
"AH3",1.38020848389241,19.5202783342785,1.57964525340097
"AH3",1.02539598687415,19.0478329485996,1.27261725949612
"AH3",4.23559318242273,15.5292884623669,5.48629346238302
"BYam",1.71151152946877,21.1545140487789,2.4244101762337
"AH3",1.87047922315431,19.6809194579357,2.4653108292481
"BYam",2.16551035223054,19.9269895543718,3.12157948957925
"AH3",2.3484737658351,21.3020887086471,2.97024306870875
"BYam",1.85542544868987,20.6473510393685,2.84783511748626
"AH3",1.86564219476997,19.2046889937166,4.92335809767453
"AH3",1.69610208098052,14.356643539201,2.4298142387254
"AH3",1.79129775491956,19.9945002597539,2.09973435620587
"BYam",1.66208182869721,20.0456707750041,2.31475114562688
"BYam",2.28566047622544,21.8895082266374,4.18035423510387
"BYam",1.77656425689683,14.7116808205376,2.76200033924285
"BYam",1.74820503545102,21.4825791548709,2.44097497121313
"BYam",2.23413619378,18.8314518437265,3.41260705678942
"AH3",1.33520642716908,19.8183670736007,1.6213181944543
"BYam",1.96890471409061,17.1757304782593,2.40224839083096
"BYam",1.7469911473562,20.6416633549228,11.2064393041779
"BVic",1.89374035626356,19.547672142839,1.11517904728898
"BVic",1.78479594636501,20.2868303886989,4.34508542069143
"AH1",2.21741588910555,18.7182890749597,1.92778709080841
"BVic",3.57169108698585,20.7381972941176,3.57312743057523
"BVic",4.11675457473963,17.1212926297461,3.76465656364029
"AH1",1.59064210675815,22.4884312499319,1.23935056933848
"AH1",2.45921470537983,12.6781959438953,1.32752701893604
"BVic",2.34220009846747,21.7831414669309,18.9218989756967
"BVic",1.70315722871554,21.0834686233725,2.67482333567906
"BVic",1.56219804973631,21.2428996712057,2.56337171026801
"BVic",1.78630109897752,20.1713373666151,4.57388169472929
"BVic",8.08813166244698,21.5796414036836,6.25594342196874
"BVic",1.56060447610198,17.9749539943969,2.54680875380181
"BVic",1.62707964973155,20.8176413100101,14.5093795302276
"BVic",1.67751080623726,21.3143635574075,2.43760701007916
"BVic",2.72399257998395,17.4549045409371,5.58040425391761
"BVic",1.53685741550474,21.5099781435521,2.17420154521193
"BVic",1.33078611849361,20.4138744239375,1.49175967442259
"BVic",1.98405964478002,19.6432669827951,2.45330952577755
"BVic",1.79367476327524,22.1934887287794,6.39190047853683
"BVic",2.68785722232665,16.0606922731205,5.36620007388128
"AH1",2.21396156427794,18.768960636413,6.26169574569801
"BVic",1.88826507024454,19.615251677232,1.06475070907177
"BVic",1.63765164357269,19.8435393985692,1.8500013976367
"BVic",1.59693852956329,20.2157401283266,2.54112646189183
"BVic",1.24287361880847,20.8400918766654,1.89110150308353
"BVic",1.63119898930586,18.457433237159,2.61959833165023
"BVic",1.62750810162601,21.5549906407038,2.31303337897559
"BVic",6.25376043917503,18.6837196663036,1.5497013806743
"AH1",2.78737570045233,18.6385728395133,4.9645199919451
"AH1",1.73947237042138,23.4691710876051,1.66938858973328
"AH1",4.12227696574831,14.0260941804713,3.48945577115071
"BVic",1.45242756573663,20.8869345684601,2.42423887880226
"BVic",1.58169146487438,22.8917758747024,11.4228770129674
"BVic",2.93068057005955,22.3106528814117,2.56640555469059
"BVic",1.55816873117851,21.8379168691795,2.6354049052898
"BVic",1.69206901498399,20.19920237316,2.56183119712309
"BVic",1.74390774697371,22.1380453715826,5.82944449497325
"BVic",1.95598388404825,17.5309153609216,5.37863562357759
"BVic",1.10095027101853,20.3644248237493,1.42681270151906
"BVic",1.31052965030138,18.671772449509,2.81244286402719
"BVic",1.74693585284728,20.3192586125653,1.74822833673764
"BVic",1.08713422977641,20.2692488527147,1.36346759431518
"BVic",1.98746952833152,20.0938840633774,6.17554075309993
"AH1",2.78492094366689,16.1939146380445,5.04937604835859
"AH1",2.1510940572455,25.5636088874749,3.4069791276453
"BVic",1.71396705383108,21.3052442523437,2.63322054856723
"BVic",1.59466622033115,19.1087474678612,4.49338653325062
"BVic",1.34047377935417,21.4934462759211,2.34918576248006
"AH1",2.77369631959185,20.2439607383196,4.45557301718769
"AH1",1.98372254870549,23.6225104915844,1.95489857121798
"AH1",2.90813792453066,16.1265715022052,4.8516826664581
"AH1",2.21234850053384,21.0784107348007,2.30016316013465
"AH1",2.3953809752576,14.0460447299886,5.84927922286421
"BVic",2.07856829974234,21.1601990112089,2.41409415288287
"AH1",1.98089537954459,23.214325103897,2.1587847177541
"BVic",1.65554416193962,19.4725511589458,3.02916345252918
"AH1",1.91895926491356,22.4053960384276,1.89662752142911
"AH1",2.08624639894207,24.3775642355879,7.22706012449112
"BVic",1.69879781261515,20.4517002686854,10.7387024575688
"BVic",1.56050561867393,19.5386124989,6.39792498119403
"AH1",2.41994831437385,27.7665759492554,8.18178914930412
"BVic",3.64576460621341,22.0446558802886,5.93556191730039
"BVic",2.24640296448582,14.8562671814202,8.88528133982089
"BVic",1.68426588880964,20.8093709818322,15.106405522364
"BVic",1.51606621804592,22.4570051024828,12.3534560601642
"BVic",1.84257843587257,17.1587826759048,3.97703278320436
"BVic",1.80354438915155,22.7562676525185,4.3459839908175
"BVic",4.95242556952316,17.6531139924327,5.7116659904575
"BVic",1.59117355495738,20.627107063056,2.03986203390425
"BVic",2.62222901168954,22.0092743764921,3.36321277260915
"BVic",3.92260539251529,19.3007470847456,3.94827224691563
"BVic",1.78932293955533,19.7852149148535,1.48701506073994
"BVic",1.08453421791615,17.6615333214536,9.72280167890942
"BVic",1.42561051541387,20.7635985614993,1.75464786618144
"BVic",1.6481475251579,19.0248186706152,2.1165685835717
"AH1",2.19190782988659,20.0659045536533,5.31300875888429
"BVic",1.3463748034508,19.3328354983694,11.6051197573653
"AH1",4.15727325465982,19.177677538531,3.82044440704663
"BVic",4.28199576103791,18.2276857445314,3.86705927120691
"BVic",1.63014737261604,16.366400267091,2.99740447674094
"AH1",2.41567350928783,24.6955424162143,3.32217767547696
"BVic",1.83462797308786,21.043163910581,2.06343548196529
"BVic",2.02107526938326,18.7483626012444,4.53303301925819
"AH1",1.98370588204617,23.371285449492,1.59742058288573
"BVic",1.88027594436796,20.4124567031756,2.38092663613292
"AH1",2.00757497306097,23.8001675430524,1.97454902652409
"BVic",1.82167106619255,20.1006657681987,2.29366600075703
"BVic",1.72829207741785,21.2509905926389,2.69691362611089
"AH1",1.49322529632463,22.9592363270862,1.51408939811684
"BVic",4.01254687000814,19.9438418336951,4.71550839036773
"AH1",1.44571746244121,21.4179331915324,1.25381876509644
"BVic",1.99667015548253,21.122687479812,2.06859354425733
"BVic",2.51259905754101,21.5830989608907,2.88805039191688
"AH1",1.91892304484926,26.6746539037233,22.4049410708953
"BVic",1.84488254702014,23.3121464596245,4.0333260213037
"AH1",3.21079875155963,20.9577821328964,7.92722860899016
"BVic",1.70014700906633,21.2682869193868,11.5428402886328
"AH1",3.04707241465839,23.9422595711299,3.16008273189468
"BVic",1.57840794334157,21.3240283386748,1.83935399007035
"AH1",1.98807833211269,23.3069170757298,2.02379910725153
"BVic",1.77384005480678,19.3497946267689,3.09102670611262
"AH1",3.82444100286396,20.5198430634701,3.17649983991513
"BVic",1.88454185551953,20.2279141983272,1.84798705540507
"BVic",1.67640472140501,18.8499799036551,3.18211704241229
"AH1",2.36305589803021,24.5495641485227,4.2091419843735
"BVic",1.9125362779013,18.3203423419729,6.63221456837795
